round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
221,0.39638009049773754,0.04628673973771736,0.014932126696832582,0.02113175462232691,0.38144796380090495
222,0.39774774774774774,0.04527195102433238,0.014864864864864862,0.02103656653844255,0.38288288288288286
223,0.39820627802690584,0.04519147152410447,0.014798206278026905,0.020942232159346395,0.3834080717488789
224,0.39821428571428574,0.04521067464704343,0.015178571428571427,0.020863074009907,0.3830357142857143
225,0.3982222222222222,0.04542039570147988,0.015555555555555555,0.020869967789998035,0.38266666666666665
226,0.39955752212389384,0.044865162018446994,0.01592920353982301,0.020583545751527446,0.3836283185840708
227,0.4,0.04530382425438744,0.016740088105726875,0.020549610202097977,0.38325991189427316
228,0.4004385964912281,0.04604427660217707,0.017105263157894735,0.020707143217741884,0.38333333333333336
229,0.4008733624454148,0.04612312987427386,0.017467248908296942,0.02094249573499004,0.3834061135371179
230,0.39999999999999997,0.045971964827430614,0.017391304347826087,0.020851441405707476,0.38260869565217387
231,0.3991341991341991,0.04560067214636777,0.01818181818181818,0.021101398453599898,0.38095238095238093
232,0.3982758620689656,0.045746548832488285,0.01896551724137931,0.02148264792133985,0.3793103448275863
233,0.3982832618025751,0.04442837526045506,0.019742489270386264,0.02248206155143141,0.3785407725321889
234,0.3978632478632479,0.04401709401709403,0.020085470085470084,0.023410847734704848,0.3777777777777778
235,0.3974468085106383,0.04398444105335336,0.019999999999999997,0.023311227106046536,0.3774468085106383
236,0.39703389830508473,0.044402655391349403,0.019915254237288137,0.023212450720003965,0.3771186440677966
237,0.3966244725738396,0.043971022683925824,0.02025316455696203,0.023553224872494283,0.37637130801687757
238,0.3966386554621849,0.042484788772317775,0.020168067226890758,0.023454261742777916,0.37647058823529417
239,0.39665271966527194,0.04237318460643402,0.0200836820083682,0.023356126756406467,0.37656903765690375
240,0.39749999999999996,0.042130748865881786,0.02,0.023258809561588104,0.37749999999999995
241,0.39792531120331953,0.04180176155980673,0.02033195020746888,0.02365145228215768,0.37759336099585067
242,0.3983471074380166,0.04036917270023079,0.020247933884297523,0.023553719008264463,0.3780991735537191
243,0.3987654320987654,0.039103312880409136,0.020164609053497942,0.023456790123456788,0.3786008230452675
244,0.39836065573770496,0.03985326485620727,0.020491803278688527,0.02431540487572349,0.3778688524590164
245,0.39755102040816326,0.03962338318207869,0.020816326530612245,0.025190651631362398,0.376734693877551
246,0.3975609756097561,0.040438471920149224,0.02073170731707317,0.025088250608470686,0.37682926829268293
247,0.39838056680161943,0.04069581173483098,0.020647773279352227,0.024986678743659063,0.3777327935222672
248,0.39838709677419354,0.03945848329911312,0.020564516129032255,0.02488592600678947,0.3778225806451613
249,0.39959839357429716,0.039154052021225225,0.020481927710843374,0.02478598252885056,0.37911646586345377
250,0.39919999999999994,0.038065207210785025,0.0204,0.02468683859873516,0.3787999999999999
251,0.3996015936254981,0.03846427336362485,0.021115537848605575,0.025637690108679154,0.3784860557768925
252,0.3996031746031746,0.03785681008805195,0.02142857142857143,0.02651316363252391,0.3781746031746032
253,0.3992094861660078,0.03864634485875198,0.021739130434782608,0.027398461384384776,0.3774703557312252
254,0.39921259842519685,0.038703010165179554,0.021653543307086614,0.02729059342617854,0.3775590551181102
255,0.3992156862745098,0.03908999464902623,0.021568627450980392,0.027183571491173914,0.37764705882352945
256,0.398828125,0.0393524395934118,0.021484375,0.027077385665036514,0.37734375
257,0.39805447470817124,0.0399112552465652,0.021400778210116732,0.026972026187740656,0.3766536964980545
258,0.39806201550387593,0.04127679507507786,0.02131782945736434,0.026867483450578874,0.3767441860465116
259,0.39768339768339767,0.04060483961431632,0.021235521235521235,0.026763747993240727,0.3764478764478764
260,0.3976923076923077,0.04008865914090886,0.021153846153846155,0.026660810500959038,0.37653846153846154
261,0.3984674329501916,0.040656378221861474,0.021839080459770115,0.026712977798549205,0.3766283524904215
